log_text,block_id,error_count,duration,test_failed,coverage,cpu_usage,memory_usage,past_failures,status,Failure_Risk,Performance_Risk,Test_Risk,Security_Risk
081111 101153 26436 INFO dfs.DataNode$PacketResponder: Received block blk_6516880861186877710 of size 67108864 from /10.251.42.84,blk_6516880861186877710,1,50,1,81,55,37,0,0,0,0,0,0
081111 095957 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.49:50010 is added to blk_-2959268996938658555 size 15715490,blk_-2959268996938658555,1,100,1,84,33,29,0,0,0,0,1,0
081110 115614 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-3949633496933134307 size 67108864,blk_-3949633496933134307,1,81,1,81,31,26,0,0,0,0,1,0
081109 205742 1001 INFO dfs.DataNode$PacketResponder: Received block blk_-5861636720645142679 of size 67108864 from /10.251.70.211,blk_-5861636720645142679,0,74,1,97,54,46,0,0,0,0,0,0
081110 011352 5321 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_8060713381303305129 terminating,blk_8060713381303305129,0,72,0,83,40,50,1,0,0,0,0,0
081110 222621 16005 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-7159695919045792245 terminating,blk_-7159695919045792245,1,78,0,84,41,48,0,0,0,0,0,0
081110 104231 8978 INFO dfs.DataNode$DataXceiver: Receiving block blk_2972699288862031202 src: /10.250.5.161:51077 dest: /10.250.5.161:50010,blk_2972699288862031202,1,106,2,99,30,31,0,0,0,0,1,0
081110 230105 13 INFO dfs.DataBlockScanner: Verification succeeded for blk_3894335463008345041,blk_3894335463008345041,1,104,1,84,32,50,0,0,0,0,0,0
081110 023456 6415 WARN dfs.DataNode$DataXceiver: 10.251.67.225:50010:Got exception while serving blk_-6900989714336081087 to /10.251.25.237:,blk_-6900989714336081087,2,76,0,98,30,42,1,0,0,0,0,0
081110 103801 19 INFO dfs.FSDataset: Deleting block blk_9169945668827621796 file /mnt/hadoop/dfs/data/current/subdir50/blk_9169945668827621796,blk_9169945668827621796,2,92,0,90,53,39,0,0,0,0,0,0
081111 044913 18 INFO dfs.FSDataset: Deleting block blk_8962411947457130719 file /mnt/hadoop/dfs/data/current/subdir16/blk_8962411947457130719,blk_8962411947457130719,1,86,1,99,41,42,1,0,0,0,0,0
081111 073350 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_4641147544753118391 size 67108864,blk_4641147544753118391,1,87,1,82,37,52,0,0,0,0,1,0
081110 210118 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_4640277741339926850 is added to invalidSet of 10.251.26.131:50010,blk_4640277741339926850,1,41,1,86,49,53,1,0,0,0,1,0
081110 133657 11701 WARN dfs.DataNode$DataXceiver: 10.251.123.132:50010:Got exception while serving blk_4048438071314937575 to /10.251.194.213:,blk_4048438071314937575,1,118,1,90,37,36,1,0,0,0,0,0
081111 092649 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand8/_temporary/_task_200811101024_0015_m_001033_0/part-01033. blk_-8948316319329891645,blk_-8948316319329891645,1,88,1,85,31,25,0,0,0,0,1,0
081110 103749 19 INFO dfs.FSDataset: Deleting block blk_8145984793403459836 file /mnt/hadoop/dfs/data/current/blk_8145984793403459836,blk_8145984793403459836,1,60,0,93,34,35,1,0,0,0,0,0
081111 080256 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.223:50010 is added to blk_-1948505589144820414 size 67108864,blk_-1948505589144820414,1,44,2,87,46,38,1,0,0,0,1,0
081110 104321 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.198:50010 is added to blk_8894334107354324777 size 3549832,blk_8894334107354324777,5,301,4,63,89,78,4,1,1,1,1,1
081110 151558 13270 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-7512746652453970810 terminating,blk_-7512746652453970810,2,62,1,90,31,25,1,0,0,0,1,0
081110 020034 6204 INFO dfs.DataNode$DataXceiver: Receiving block blk_271142976916798281 src: /10.251.70.112:50176 dest: /10.251.70.112:50010,blk_271142976916798281,2,44,1,90,60,43,1,0,0,0,1,0
081110 214226 15186 INFO dfs.DataNode$DataXceiver: Receiving block blk_3542047035353248258 src: /10.250.6.214:59051 dest: /10.250.6.214:50010,blk_3542047035353248258,2,97,0,80,33,36,0,0,0,0,0,0
081111 045834 19263 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-4411589101766563890 terminating,blk_-4411589101766563890,5,257,4,69,98,94,2,1,1,1,1,1
081111 075920 19 INFO dfs.FSDataset: Deleting block blk_2215517976324634098 file /mnt/hadoop/dfs/data/current/subdir4/blk_2215517976324634098,blk_2215517976324634098,0,65,1,85,58,32,1,0,0,0,0,0
081110 015716 6066 INFO dfs.DataNode$PacketResponder: Received block blk_5250287988089075029 of size 67108864 from /10.251.66.63,blk_5250287988089075029,1,80,1,98,44,26,0,0,0,0,0,0
081111 054310 21173 INFO dfs.DataNode$PacketResponder: Received block blk_6685663454079607598 of size 10157271 from /10.251.66.3,blk_6685663454079607598,2,100,1,89,52,48,1,0,0,0,0,0
081110 144220 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.209:50010 is added to blk_4069436988023676023 size 67108864,blk_4069436988023676023,2,124,1,99,37,44,0,0,0,0,0,0
081111 072447 23098 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8475679647841427708 src: /10.251.75.49:58661 dest: /10.251.75.49:50010,blk_-8475679647841427708,2,59,1,86,35,35,0,0,0,0,0,0
081111 035532 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.101:50010 is added to blk_-6540455811923725840 size 67108864,blk_-6540455811923725840,2,47,1,86,50,39,1,0,0,0,0,0
081110 103123 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-4954795063440871977 is added to invalidSet of 10.251.203.80:50010,blk_-4954795063440871977,2,59,2,81,38,32,1,0,0,0,1,0
081110 123543 11010 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_3958940914408609637 terminating,blk_3958940914408609637,2,67,0,86,34,50,0,0,0,0,0,0
081110 014847 5846 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_703046261120042821 terminating,blk_703046261120042821,2,85,1,97,37,35,1,0,0,0,0,0
081111 031811 18619 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_1002945451269828722 terminating,blk_1002945451269828722,2,74,1,100,46,46,0,0,0,0,1,0
081110 112615 9713 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8838161455213213548 src: /10.251.199.150:58165 dest: /10.251.199.150:50010,blk_-8838161455213213548,1,118,2,80,44,46,0,0,0,0,1,0
081110 151940 12996 INFO dfs.DataNode$DataXceiver: Receiving block blk_4742178675580222210 src: /10.251.42.9:60232 dest: /10.251.42.9:50010,blk_4742178675580222210,0,117,1,92,60,49,0,0,0,0,1,0
081110 011925 5356 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_3278280638950561822 terminating,blk_3278280638950561822,0,54,1,95,47,39,1,0,0,0,1,0
081111 063459 21912 INFO dfs.DataNode$DataXceiver: Receiving block blk_3248835454898465560 src: /10.251.42.84:40950 dest: /10.251.42.84:50010,blk_3248835454898465560,0,76,1,99,44,53,1,0,0,0,0,0
081111 082322 24292 INFO dfs.DataNode$PacketResponder: Received block blk_-4775386099844009890 of size 67108864 from /10.251.107.19,blk_-4775386099844009890,0,83,2,96,56,42,0,0,0,0,1,0
081111 044650 19 INFO dfs.FSDataset: Deleting block blk_-4844505495441326897 file /mnt/hadoop/dfs/data/current/subdir36/blk_-4844505495441326897,blk_-4844505495441326897,2,106,0,87,33,31,1,0,0,0,0,0
081110 014043 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.129:50010 is added to blk_6002109944224710483 size 67108864,blk_6002109944224710483,1,87,2,90,36,54,1,0,0,0,1,0
081110 103148 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-133919539232421451 is added to invalidSet of 10.250.10.176:50010,blk_-133919539232421451,1,99,1,93,48,34,0,0,0,0,1,0
081110 143736 12448 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7355153279766988632 src: /10.251.194.245:35876 dest: /10.251.194.245:50010,blk_-7355153279766988632,2,56,0,92,55,27,0,0,0,0,0,0
081111 042100 19804 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2506231977021079951 src: /10.251.31.160:57634 dest: /10.251.31.160:50010,blk_-2506231977021079951,1,79,1,93,34,39,1,0,0,0,1,0
081110 213351 15202 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2901266958756042716 src: /10.251.110.160:35787 dest: /10.251.110.160:50010,blk_-2901266958756042716,2,96,1,93,46,42,1,0,0,0,0,0
081109 235903 4454 INFO dfs.DataNode$PacketResponder: Received block blk_-71429470616906355 of size 67108864 from /10.250.19.16,blk_-71429470616906355,0,109,1,86,42,43,1,0,0,0,0,0
081110 145114 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.242:50010 is added to blk_-5400783031085008882 size 67108864,blk_-5400783031085008882,2,73,2,94,60,43,0,0,0,0,1,0
081110 011001 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_541463031152673662 size 67108864,blk_541463031152673662,0,108,1,88,48,41,1,0,0,0,0,0
081111 065437 19 INFO dfs.FSDataset: Deleting block blk_3706543205492061794 file /mnt/hadoop/dfs/data/current/subdir1/blk_3706543205492061794,blk_3706543205492061794,1,67,1,83,45,52,0,0,0,0,0,0
081110 210532 19 INFO dfs.FSDataset: Deleting block blk_22457656256024207 file /mnt/hadoop/dfs/data/current/subdir33/blk_22457656256024207,blk_22457656256024207,1,51,2,95,47,26,1,0,0,0,1,0
081109 220032 3137 WARN dfs.DataNode$DataXceiver: 10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:,blk_-305633040016166849,0,86,1,93,60,44,0,0,0,0,0,0
081111 055640 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.32:50010 is added to blk_-2125743956855238111 size 67108864,blk_-2125743956855238111,1,42,2,84,58,51,1,0,0,0,1,0
081110 110942 9749 INFO dfs.DataNode$PacketResponder: Received block blk_8751697793900992450 of size 67108864 from /10.251.71.16,blk_8751697793900992450,2,98,1,84,31,36,1,0,0,0,1,0
081110 030942 6646 WARN dfs.DataNode$DataXceiver: 10.251.31.5:50010:Got exception while serving blk_-1367876730256254709 to /10.251.67.225:,blk_-1367876730256254709,2,81,1,85,39,25,1,0,0,0,0,0
081110 221134 16153 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_1349228381785843634 terminating,blk_1349228381785843634,2,66,1,87,45,47,1,0,0,0,1,0
081110 103038 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_6031076349976322578 is added to invalidSet of 10.251.67.225:50010,blk_6031076349976322578,0,86,0,98,46,33,0,0,0,0,0,0
081110 220646 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_5176179471361959897 is added to invalidSet of 10.250.9.207:50010,blk_5176179471361959897,1,75,2,81,51,41,0,0,0,0,1,0
081110 212831 14962 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_5729560286355779655 terminating,blk_5729560286355779655,1,74,2,80,48,34,0,0,0,0,1,0
081111 075901 18 INFO dfs.FSDataset: Deleting block blk_-1345585044778938153 file /mnt/hadoop/dfs/data/current/subdir45/blk_-1345585044778938153,blk_-1345585044778938153,6,161,5,55,77,82,2,1,1,1,1,1
081111 090113 19 INFO dfs.FSDataset: Deleting block blk_-8060252929692927663 file /mnt/hadoop/dfs/data/current/subdir21/blk_-8060252929692927663,blk_-8060252929692927663,1,114,2,81,44,39,1,0,0,0,1,0
081110 103137 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-5005618994659797504 is added to invalidSet of 10.251.125.193:50010,blk_-5005618994659797504,0,115,2,91,47,27,1,0,0,0,1,0
081109 211918 1777 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_4886940526690879848 terminating,blk_4886940526690879848,1,72,1,96,38,50,1,0,0,0,0,0
081111 075151 23925 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7623732795385061487 src: /10.251.122.65:40641 dest: /10.251.122.65:50010,blk_-7623732795385061487,1,55,0,82,46,26,1,0,0,0,0,0
081109 213907 2497 INFO dfs.DataNode$DataXceiver: 10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229,blk_-3358448553918665902,1,90,0,90,42,40,1,0,0,0,0,0
081111 093350 25537 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-5799866343936729403 terminating,blk_-5799866343936729403,1,92,2,96,33,52,1,0,0,0,1,0
081110 123040 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-6247364168500873179 size 67108864,blk_-6247364168500873179,1,61,2,89,42,28,0,0,0,0,1,0
081110 092815 8872 INFO dfs.DataNode$DataXceiver: 10.250.6.191:50010 Served block blk_5952254363678329024 to /10.250.6.191,blk_5952254363678329024,0,119,2,92,35,48,0,0,0,0,1,0
081110 210146 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_7473411975130090672 is added to invalidSet of 10.251.75.143:50010,blk_7473411975130090672,1,63,0,81,55,43,1,0,0,0,0,0
081111 090129 19 INFO dfs.FSDataset: Deleting block blk_-5598693099021996971 file /mnt/hadoop/dfs/data/current/subdir19/blk_-5598693099021996971,blk_-5598693099021996971,0,74,0,86,30,38,0,0,0,0,0,0
081111 074309 23736 INFO dfs.DataNode$PacketResponder: Received block blk_-3482997549732691785 of size 67108864 from /10.251.122.79,blk_-3482997549732691785,1,99,2,80,40,53,1,0,0,0,1,0
081111 050346 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.64:50010 is added to blk_-8923923031063738809 size 67108864,blk_-8923923031063738809,1,72,1,89,41,49,0,0,0,0,1,0
081111 065224 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_2657997043417110888 is added to invalidSet of 10.250.13.240:50010,blk_2657997043417110888,1,120,1,82,37,36,0,0,0,0,0,0
081110 230508 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.159:50010 is added to blk_-5739126205963920408 size 67108864,blk_-5739126205963920408,1,76,0,100,55,43,0,0,0,0,0,0
081109 234644 4177 INFO dfs.DataNode$PacketResponder: Received block blk_-4330512786228504138 of size 67108864 from /10.251.67.225,blk_-4330512786228504138,1,110,1,87,54,38,0,0,0,0,0,0
081110 104357 9263 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-6035642070260562886 terminating,blk_-6035642070260562886,1,77,2,89,49,25,0,0,0,0,1,0
081110 103139 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-2834195813213005328 is added to invalidSet of 10.250.7.244:50010,blk_-2834195813213005328,2,80,0,92,46,54,1,0,0,0,0,0
081111 031621 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_-4455205822455130625 size 67108864,blk_-4455205822455130625,2,44,1,98,38,29,0,0,0,0,0,0
081111 081617 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_8512974147315737844 size 67108864,blk_8512974147315737844,1,93,0,80,34,27,1,0,0,0,0,0
081111 090118 19 INFO dfs.FSDataset: Deleting block blk_-5344266425789048231 file /mnt/hadoop/dfs/data/current/subdir47/blk_-5344266425789048231,blk_-5344266425789048231,1,89,1,95,58,44,0,0,0,0,0,0
081110 012245 5396 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-9161369067334198861 terminating,blk_-9161369067334198861,1,81,1,85,55,50,1,0,0,0,1,0
081111 075727 19 INFO dfs.FSDataset: Deleting block blk_6888300867578983331 file /mnt/hadoop/dfs/data/current/subdir46/blk_6888300867578983331,blk_6888300867578983331,4,275,4,49,89,77,4,1,1,1,1,1
081111 094008 26005 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7764040409370932316 src: /10.251.125.237:58496 dest: /10.251.125.237:50010,blk_-7764040409370932316,2,109,0,99,60,53,1,0,0,0,0,0
081111 100226 26261 INFO dfs.DataNode$DataXceiver: Receiving block blk_3972778210951456006 src: /10.251.121.224:56526 dest: /10.251.121.224:50010,blk_3972778210951456006,0,65,2,100,33,48,0,0,0,0,1,0
081111 023033 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-3681974396824196300 is added to invalidSet of 10.250.17.177:50010,blk_-3681974396824196300,4,236,7,57,79,76,4,1,1,1,1,0
081110 083045 8495 WARN dfs.DataNode$DataXceiver: 10.251.215.16:50010:Got exception while serving blk_-4590972095204776122 to /10.251.30.6:,blk_-4590972095204776122,0,97,0,98,54,36,1,0,0,0,0,0
081111 075619 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-3671953658029337449 is added to invalidSet of 10.250.14.143:50010,blk_-3671953658029337449,1,83,1,90,30,30,0,0,0,0,0,0
081111 044716 19 INFO dfs.FSDataset: Deleting block blk_352185875883785141 file /mnt/hadoop/dfs/data/current/subdir44/blk_352185875883785141,blk_352185875883785141,2,82,2,98,48,37,0,0,0,0,1,0
081111 024247 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.209:50010 is added to blk_1833093108290599780 size 67108864,blk_1833093108290599780,2,59,0,90,56,43,1,0,0,0,0,0
081110 235445 16879 INFO dfs.DataNode$DataXceiver: 10.251.127.243:50010 Served block blk_8711213005689112399 to /10.251.74.134,blk_8711213005689112399,0,93,1,91,48,45,1,0,0,0,0,0
081111 084759 24704 INFO dfs.DataNode$DataXceiver: Receiving block blk_2166777223671724319 src: /10.251.214.175:52741 dest: /10.251.214.175:50010,blk_2166777223671724319,1,125,0,94,40,35,1,0,0,0,0,0
081110 011448 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-7555801584297376435 size 67108864,blk_-7555801584297376435,1,102,0,93,60,38,0,0,0,0,0,0
081110 210837 14418 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_3940282600163903101 terminating,blk_3940282600163903101,1,46,2,99,39,37,0,0,0,0,1,0
081110 224338 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_7705518309270121951 size 67108864,blk_7705518309270121951,3,156,5,60,93,83,4,1,1,1,1,0
081111 083439 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_-5455316994110506037 size 67108864,blk_-5455316994110506037,1,41,0,99,38,50,1,0,0,0,0,0
081110 030331 6561 WARN dfs.DataNode$DataXceiver: 10.251.42.191:50010:Got exception while serving blk_-8023826090828946372 to /10.251.214.130:,blk_-8023826090828946372,0,114,1,88,48,52,0,0,0,0,1,0
081111 065426 19 INFO dfs.FSDataset: Deleting block blk_-253282915050290778 file /mnt/hadoop/dfs/data/current/subdir23/blk_-253282915050290778,blk_-253282915050290778,1,91,1,90,42,50,0,0,0,0,0,0
081111 063451 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001554_0/part-01554. blk_5183831565578080242,blk_5183831565578080242,1,113,1,83,59,26,1,0,0,0,0,0
081111 070918 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.214:50010 is added to blk_5963655886023015963 size 67108864,blk_5963655886023015963,0,55,2,100,43,29,1,0,0,0,1,0
081110 110324 8497 INFO dfs.DataNode$DataXceiver: Receiving block blk_8752665860595246441 src: /10.251.70.5:44006 dest: /10.251.70.5:50010,blk_8752665860595246441,1,37,1,83,60,44,0,0,0,0,1,0
081109 204815 653 INFO dfs.DataNode$DataXceiver: Receiving block blk_5792489080791696128 src: /10.251.30.6:33145 dest: /10.251.30.6:50010,blk_5792489080791696128,0,57,2,95,59,28,1,0,0,0,1,0
081111 044041 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.209:50010 is added to blk_111759050707136656 size 67108864,blk_111759050707136656,0,41,1,100,42,41,1,0,0,0,0,0
081110 230536 16598 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-6934248664959947757 terminating,blk_-6934248664959947757,2,65,1,87,55,26,1,0,0,0,0,0
081111 041111 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-1332315107905285608 size 67108864,blk_-1332315107905285608,1,56,1,80,58,37,1,0,0,0,0,0
081110 035357 6606 INFO dfs.DataNode$DataXceiver: 10.251.71.97:50010 Served block blk_5454332143498402824 to /10.250.15.67,blk_5454332143498402824,1,80,0,95,33,41,1,0,0,0,0,0
081111 065218 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_5689009809369418749 is added to invalidSet of 10.251.91.84:50010,blk_5689009809369418749,1,116,1,83,58,50,1,0,0,0,0,0
081111 032531 18607 INFO dfs.DataNode$DataXceiver: Receiving block blk_313888672758374538 src: /10.251.39.179:40031 dest: /10.251.39.179:50010,blk_313888672758374538,2,73,2,94,52,27,1,0,0,0,1,0
081111 025335 17997 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_4628975089896927394 terminating,blk_4628975089896927394,2,80,2,82,51,26,0,0,0,0,1,0
081110 192015 14269 WARN dfs.DataNode$DataXceiver: 10.250.10.223:50010:Got exception while serving blk_9095955277706686312 to /10.250.5.161:,blk_9095955277706686312,2,70,1,80,31,31,1,0,0,0,0,0
081111 082108 24348 INFO dfs.DataNode$DataXceiver: Receiving block blk_9034824096129858680 src: /10.250.6.223:45371 dest: /10.250.6.223:50010,blk_9034824096129858680,0,76,1,90,56,46,0,0,0,0,0,0
081111 090816 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_-6308508598639278892 size 67108864,blk_-6308508598639278892,1,95,0,97,35,54,1,0,0,0,0,0
081111 070912 22946 INFO dfs.DataNode$PacketResponder: Received block blk_1561008813520212225 of size 67108864 from /10.250.7.230,blk_1561008813520212225,2,69,1,85,40,32,1,0,0,0,1,0
081111 070258 22788 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_5114572025256210948 terminating,blk_5114572025256210948,1,115,2,80,50,31,0,0,0,0,1,0
081111 033819 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-1525964299678787959 is added to invalidSet of 10.251.37.240:50010,blk_-1525964299678787959,0,69,1,92,53,36,0,0,0,0,1,0
081111 052507 21174 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-4424971182856566289 terminating,blk_-4424971182856566289,2,76,1,94,35,33,0,0,0,0,0,0
081111 073013 23372 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_871974742726663441 terminating,blk_871974742726663441,1,48,1,100,46,33,1,0,0,0,0,0
081111 025653 18457 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-7483426835701512490 terminating,blk_-7483426835701512490,1,91,1,97,33,53,1,0,0,0,1,0
081111 031436 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001398_0/part-01398. blk_-7527506469734664572,blk_-7527506469734664572,1,101,0,99,60,44,1,0,0,0,0,0
081110 143651 12577 INFO dfs.DataNode$DataXceiver: Receiving block blk_6563909003697001371 src: /10.251.39.144:48872 dest: /10.251.39.144:50010,blk_6563909003697001371,2,53,0,100,59,45,0,0,0,0,0,0
081110 103412 7249 INFO dfs.DataNode$PacketResponder: Received block blk_4098532420907418423 of size 67108864 from /10.251.43.147,blk_4098532420907418423,5,233,7,54,77,86,5,1,1,1,1,1
081110 014519 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001506_0/part-01506. blk_1104376461837247304,blk_1104376461837247304,2,100,1,99,48,49,0,0,0,0,1,0
081111 075809 23659 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-4582442491366282435 terminating,blk_-4582442491366282435,0,84,2,88,55,52,0,0,0,0,1,0
081110 215003 15501 INFO dfs.DataNode$PacketResponder: Received block blk_2474460483915499078 of size 67108864 from /10.251.195.52,blk_2474460483915499078,1,96,1,92,31,51,1,0,0,0,0,0
081111 031541 18484 INFO dfs.DataNode$PacketResponder: Received block blk_9072486569292195232 of size 67108864 from /10.251.71.68,blk_9072486569292195232,2,117,0,90,56,53,1,0,0,0,0,0
081110 120524 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_-4945182943709543868 size 67108864,blk_-4945182943709543868,1,89,2,80,54,30,1,0,0,0,1,0
081111 095035 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-8428590803682810851 size 67108864,blk_-8428590803682810851,2,86,1,90,30,38,0,0,0,0,0,0
081111 044340 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_815809455641029563 is added to invalidSet of 10.251.111.37:50010,blk_815809455641029563,1,124,1,87,30,43,1,0,0,0,0,0
081110 112324 9997 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-1387034299358896632 terminating,blk_-1387034299358896632,1,42,0,97,46,50,1,0,0,0,0,0
081111 082541 24284 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_3433046099598424314 terminating,blk_3433046099598424314,1,81,1,83,43,37,0,0,0,0,1,0
081110 103717 19 INFO dfs.FSDataset: Deleting block blk_8189008752707332487 file /mnt/hadoop/dfs/data/current/subdir7/blk_8189008752707332487,blk_8189008752707332487,1,120,0,95,46,42,1,0,0,0,0,0
081111 094825 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand8/_temporary/_task_200811101024_0015_m_001473_0/part-01473. blk_-4390972361898978900,blk_-4390972361898978900,0,114,2,86,49,50,0,0,0,0,1,0
081110 213816 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001091_0/part-01091. blk_-4468645577339843974,blk_-4468645577339843974,1,57,0,95,38,35,1,0,0,0,0,0
081111 073949 23599 INFO dfs.DataNode$PacketResponder: Received block blk_7922331746517419368 of size 67108864 from /10.251.199.19,blk_7922331746517419368,0,74,2,88,40,52,1,0,0,0,1,0
081111 093952 25849 INFO dfs.DataNode$PacketResponder: Received block blk_-9167880724995702718 of size 67108864 from /10.251.214.225,blk_-9167880724995702718,0,51,1,81,35,29,1,0,0,0,1,0
081109 203615 148 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_38865049064139660 terminating,blk_38865049064139660,1,72,1,91,58,35,1,0,0,0,0,0
